ID,DISPLAY_NAME,INTEREST_RATE_DISPLAY,RISK_LEVEL,MIN_INVEST_AMOUNT,INCREASE_INVEST_AMOUNT,MAX_INVEST_AMOUNT,OPENING_DATE,COLLECT_START_DATE,COLLECT_END_DATE,BUY_FEE_DISCOUNT_DESC,BUY_FEE_DISCOUNT_DESC_1,REDEMPTION_FEE_RATE_DESC,FUND_MANAGER_NAME,INVEST_SCOPE,PERIOD
13721218,众盈-安e,12.6% ~ 5.7%,高,2000,2000,50000,2018/10/36,null,null,0.3,0.5,0.2,管理人4296,阳光私募，银行债券,一年
13721219,众盈,13.6% ~ 5.7%,高,2000,2000,50000,2018/10/37,null,null,0.3,0.5,0.2,管理人4297,阳光私募，银行债券,一年
13721220,平安养老T+N系列,14.6% ~ 5.7%,高,10000,10000,100000,2018/10/38,null,null,0.3,0.5,0.2,管理人4298,阳光私募，银行债券,一年
13721316,弘康投连险,15.6% ~ 5.7%,高,20000,100,100000,2018/10/39,null,null,0.3,0.5,0.2,管理人4299,阳光私募，银行债券,一年
13721317,PE股权,16.6% ~ 5.7%,高,20000,100,100000,2018/10/40,null,null,0.3,0.5,0.2,管理人4300,阳光私募，银行债券,一年
13721318,阳光私募,4.6% ~ 5.7%,高,20000,100,100000,2018/10/41,null,null,0.3,0.5,0.2,管理人4301,阳光私募，银行债券,一年
13721319,爱理财,4.6% ~ 5.7%,高,20000,100,100000,2018/10/42,null,null,0.3,0.5,0.2,管理人4302,阳光私募，银行债券,一年
13721221,尊理财,6.50%,高,10000,10000,100000,2018/10/43,null,null,0.3,0.5,0.2,管理人4303,阳光私募，银行债券,一年
13721222,任我行,7.50%,高,1472,1000,100000,2018/10/44,null,null,0.3,0.5,0.2,管理人4304,阳光私募，银行债券,一年
13722116,陆基金,8.50%,高,10000,10000,100000,2018/10/45,null,null,0.3,0.5,0.2,管理人4305,阳光私募，银行债券,一年
13722416,基金代销6902号,9.50%,高,100,5,10000,2018/10/46,null,null,0.3,0.5,0.2,管理人4306,阳光私募，银行债券,一年
13722516,基金代销5064号,10.50%,高,10,1,10000000,2018/10/47,null,null,0.3,0.5,0.2,管理人4307,阳光私募，银行债券,一年
13722716,现金赢2289154,11.50%,高,1000,1,5000000,2018/10/48,null,null,0.3,0.5,0.2,管理人4308,阳光私募，银行债券,一年
13717316,稳盈-安e+,12.50%,高,1000,1000,50000,2018/10/49,null,null,0.3,0.5,0.2,管理人4309,阳光私募，银行债券,一年
13715716,yanxutao跨境_20170111162028,非保本浮动收益,高,10000,10000,100000,2018/10/50,null,null,0.3,0.5,0.2,管理人4310,阳光私募，银行债券,一年
13715816,稳盈-安e+,非保本浮动收益,高,1000,1000,50000,2018/10/51,null,null,0.3,0.5,0.2,管理人4311,阳光私募，银行债券,一年
13715817,newSmokeCH_20170111181530725055104,非保本浮动收益,高,5000,10000,100000,2018/10/52,null,null,0.3,0.5,0.2,管理人4312,阳光私募，银行债券,一年
13714616,yanxutao前交理财2_20170110124610,非保本浮动收益,高,10000,10000,100000,2018/10/53,null,null,0.3,0.5,0.2,管理人4313,阳光私募，银行债券,一年
13715016,DailyRun_20170110220136,1.23%,高,300000,10,5000000,2018/10/54,null,null,0.3,0.5,0.2,管理人4314,阳光私募，银行债券,一年
13715017,智理财 1235号,1.23%~7.65%,高,8000,2000,5000000,2018/10/55,null,null,0.3,0.5,0.2,管理人4315,阳光私募，银行债券,一年
13715116,CH20170111025638891,2.23%~7.65%,高,20000,100,100000,2018/10/56,null,null,0.3,0.5,0.2,管理人4316,阳光私募，银行债券,一年
13715216,弘康人寿6个月ifi,3.23%~7.65%,高,1000,1000,199000,2018/10/57,null,null,0.3,0.5,0.2,管理人4317,阳光私募，银行债券,一年
13716216,yanxutao财富汇_20170112045833,6%~7.66%,高,10000,10000,100000,2018/10/58,null,null,0.3,0.5,0.2,管理人4318,阳光私募，银行债券,一年
13718223,稳盈-安e,7%~7.66%,高,20170.05,null,null,2018/10/59,null,null,0.3,0.5,0.2,管理人4319,阳光私募，银行债券,一年
13718224,稳盈-安e,8%~7.66%,高,20000,null,null,2018/10/60,null,null,0.3,0.5,0.2,管理人4320,阳光私募，银行债券,一年
13718225,稳盈-安e,9%~7.66%,高,20170.05,null,null,2018/10/61,null,null,0.3,0.5,0.2,管理人4321,阳光私募，银行债券,一年
13718226,稳盈-变现通,10%~7.66%,高,1000,1000,3000,2018/10/62,null,null,0.3,0.5,0.2,管理人4322,阳光私募，银行债券,一年
13718227,稳盈-变现通,11%~7.66%,高,1000,1000,3000,2018/10/63,null,null,0.3,0.5,0.2,管理人4323,阳光私募，银行债券,一年
13718228,稳盈-变现通,12%~7.66%,高,1000,1000,3000,2018/10/64,null,null,0.3,0.5,0.2,管理人4324,阳光私募，银行债券,一年
13718229,稳盈-变现通,13%~7.66%,高,1000,1000,3000,2018/10/65,null,null,0.3,0.5,0.2,管理人4325,阳光私募，银行债券,一年
13718316,ZJQJ20170115162311531,14%~7.66%,高,20000,100,100000,2018/10/66,null,null,0.3,0.5,0.2,管理人4326,阳光私募，银行债券,一年
13717516,智理财 1235号,1.23%~7.65%,高,8000,2000,50000,2018/10/67,null,null,0.3,0.5,0.2,管理人4327,阳光私募，银行债券,一年
13717616,认购13224607,2.23%~7.65%,高,8000,2000,50000,2018/10/68,null,null,0.3,0.5,0.2,管理人4328,阳光私募，银行债券,一年
13720016,yanxutao财富汇_20170118062018,3.23%~7.65%,高,19918.7,null,null,2018/10/69,null,null,0.3,0.5,0.2,管理人4329,阳光私募，银行债券,一年
13720116,CH20170118072623963,4.23%~7.65%,高,20000,100,100000,2018/10/70,null,null,0.3,0.5,0.2,管理人4330,阳光私募，银行债券,一年
13713523,智能宝3号无锁,5.23%~7.65%,高,1000,100,100001,2018/10/71,null,null,0.3,0.5,0.2,管理人4331,阳光私募，银行债券,一年
13713524,超级智能宝3号无锁,6.23%~7.65%,高,1000,100,100002,2018/10/72,null,null,0.3,0.5,0.2,管理人4332,阳光私募，银行债券,一年
13713716,稳盈-安e,7.23%~7.65%,高,23033.22,101,100003,2018/10/73,null,null,0.3,0.5,0.2,管理人4333,阳光私募，银行债券,一年
13713717,稳盈-安e,8.23%~7.65%,高,30000,102,100004,2018/10/74,null,null,0.3,0.5,0.2,管理人4334,阳光私募，银行债券,一年
13713718,稳盈-安e,9.23%~7.65%,高,27639.86,103,100005,2018/10/75,null,null,0.3,0.5,0.2,管理人4335,阳光私募，银行债券,一年
13713719,稳盈-安e,10.23%~7.65%,高,30000,104,100006,2018/10/76,null,null,0.3,0.5,0.2,管理人4336,阳光私募，银行债券,一年
13713720,稳盈-安e,11.23%~7.65%,高,27639.86,105,100007,2018/10/77,null,null,0.3,0.5,0.2,管理人4337,阳光私募，银行债券,一年
13713721,稳盈-安e,12.23%~7.65%,高,30000,106,100008,2018/10/78,null,null,0.3,0.5,0.2,管理人4338,阳光私募，银行债券,一年
13713816,直投财富汇20161213102439484,4.6% ~ 5.7%,高,20000,100,100000,2018/10/79,null,null,0.3,0.5,0.2,管理人4339,阳光私募，银行债券,一年
13717416,YUEGUJIAOub8lw20170113152751868,5.6% ~ 5.7%,高,20000,10000,200000,2018/10/80,null,null,0.3,0.5,0.2,管理人4340,阳光私募，银行债券,一年
13717916,CH20170114152547175,6.6% ~ 5.7%,高,20000,100,100000,2018/10/81,null,null,0.3,0.5,0.2,管理人4341,阳光私募，银行债券,一年
13721016,PiaoJu20170119123728624,7.6% ~ 5.7%,高,20000,100,90000,2018/10/82,null,null,0.3,0.5,0.2,管理人4342,阳光私募，银行债券,一年
13718516,yanxutao跨境_20170116025822,非保本浮动收益,高,10000,10000,100000,2018/10/83,null,null,0.3,0.5,0.2,管理人4343,阳光私募，银行债券,一年
13720516,CH20170119054324550,非保本浮动收益,高,20000,100,100000,2018/10/84,null,null,0.3,0.5,0.2,管理人4344,阳光私募，银行债券,一年
13718220,稳盈-安e,非保本浮动收益,高,20000,101,null,2018/10/85,null,null,0.3,0.5,0.2,管理人4345,阳光私募，银行债券,一年
13718221,稳盈-安e,非保本浮动收益,高,20170.05,102,null,2018/10/86,null,null,0.3,0.5,0.2,管理人4346,阳光私募，银行债券,一年
13718222,稳盈-安e,非保本浮动收益,高,20000,103,null,2018/10/87,null,null,0.3,0.5,0.2,管理人4347,阳光私募，银行债券,一年
13721017,PiaoJu20170119123735306,非保本浮动收益,高,20000,100,90000,2018/10/88,null,null,0.3,0.5,0.2,管理人4348,阳光私募，银行债券,一年
13715516,yanxutao跨境_20170111141816,非保本浮动收益,高,10000,10000,100000,2018/10/89,null,null,0.3,0.5,0.2,管理人4349,阳光私募，银行债券,一年
13715616,CH20170111153031908,非保本浮动收益,高,20000,100,100000,2018/10/90,null,null,0.3,0.5,0.2,管理人4350,阳光私募，银行债券,一年
13715617,稳盈-变现通,非保本浮动收益,高,1000,1000,3000,2018/10/91,null,null,0.3,0.5,0.2,管理人4351,阳光私募，银行债券,一年
13715916,yanxutaoSmokeCH_201701111933501129255353,非保本浮动收益,高,10000,10000,100000,2018/10/92,null,null,0.3,0.5,0.2,管理人4352,阳光私募，银行债券,一年
13715917,稳盈-安e,非保本浮动收益,高,20000,10001,null,2018/10/93,null,null,0.3,0.5,0.2,管理人4353,阳光私募，银行债券,一年
13716016,稳盈-安e,非保本浮动收益,高,20000,10002,null,2018/10/94,null,null,0.3,0.5,0.2,管理人4354,阳光私募，银行债券,一年
13719916,G2C_20170118020922,7.66%,高,10000,10000,100000,2018/10/95,null,null,0.3,0.5,0.2,管理人4355,阳光私募，银行债券,一年
13719018,平安车险20170116,8.66%,高,665,10001,null,2018/10/96,null,null,0.3,0.5,0.2,管理人4356,阳光私募，银行债券,一年
13719116,稳盈-安e+,9.66%,高,40892.09,10002,null,2018/10/97,null,null,0.3,0.5,0.2,管理人4357,阳光私募，银行债券,一年
13719616,稳盈-安e+,10.66%,高,1000,1000,50000,2018/10/98,null,null,0.3,0.5,0.2,管理人4358,阳光私募，银行债券,一年
13721618,YUEGUJIAOmsm4520170120060654573,11.66%,高,20000,10000,200000,2018/10/99,null,null,0.3,0.5,0.2,管理人4359,阳光私募，银行债券,一年
13721619,CH20170120060723244,12.66%,高,20000,100,100000,2018/10/100,null,null,0.3,0.5,0.2,管理人4360,阳光私募，银行债券,一年
13721620,CH20170120060728626,13.66%,高,20000,100,100000,2018/10/101,null,null,0.3,0.5,0.2,管理人4361,阳光私募，银行债券,一年
13721621,CH20170120060842718,14.66%,高,20000,100,100000,2018/10/102,null,null,0.3,0.5,0.2,管理人4362,阳光私募，银行债券,一年
13721622,CH20170120060858723,15.66%,高,20000,100,100000,2018/10/103,null,null,0.3,0.5,0.2,管理人4363,阳光私募，银行债券,一年
13721623,平安人寿6个月aeb,16.66%,高,1000,1000,199000,2018/10/104,null,null,0.3,0.5,0.2,管理人4364,阳光私募，银行债券,一年
13716816,CH20170113073101448,17.66%,高,20000,100,100000,2018/10/105,null,null,0.3,0.5,0.2,管理人4365,阳光私募，银行债券,一年
13716916,yanxutaoOSA_20170113101501734837276,6.50%,高,10000,10000,100000,2018/10/106,null,null,0.3,0.5,0.2,管理人4366,阳光私募，银行债券,一年
13721816,yanxutao财富汇_20170120101657,6%~7.66%,高,10000,10000,100000,2018/10/107,null,null,0.3,0.5,0.2,管理人4367,阳光私募，银行债券,一年
13722016,基金代销971824837号,7%~7.66%,高,100,5,1000,2018/10/108,null,null,0.3,0.5,0.2,管理人4368,阳光私募，银行债券,一年
13721116,CH20170119152552409,8%~7.66%,高,20000,100,100000,2018/10/109,null,null,0.3,0.5,0.2,管理人4369,阳光私募，银行债券,一年
13721117,CH20170119152556994,9%~7.66%,高,20000,100,100000,2018/10/110,null,null,0.3,0.5,0.2,管理人4370,阳光私募，银行债券,一年
13721118,CH20170119152603137,10%~7.66%,高,20000,100,100000,2018/10/111,null,null,0.3,0.5,0.2,管理人4371,阳光私募，银行债券,一年
13721119,CH20170119152608245,11%~7.66%,高,20000,100,100000,2018/10/112,null,null,0.3,0.5,0.2,管理人4372,阳光私募，银行债券,一年
13721120,CH20170119152613501,12%~7.66%,高,20000,100,100000,2018/10/113,null,null,0.3,0.5,0.2,管理人4373,阳光私募，银行债券,一年
13714116,只读_LC_001,13%~7.66%,高,2000,2000,50000,2018/10/114,null,null,0.3,0.5,0.2,管理人4374,阳光私募，银行债券,一年
13714217,只读_赎楼E-01A,14%~7.66%,高,60000,null,null,2018/10/115,null,null,0.3,0.5,0.2,管理人4375,阳光私募，银行债券,一年
13715417,重金理财2_20170111123347,6%~7.66%,高,10000,10000,100000,2018/10/116,null,null,0.3,0.5,0.2,管理人4376,阳光私募，银行债券,一年
13719516,基金代销57749770号,7%~7.66%,高,100,5,1000,2018/10/117,null,null,0.3,0.5,0.2,管理人4377,阳光私募，银行债券,一年
13714316,智理财 1235号,1.23%~7.65%,高,8000,2000,5000000,2018/10/118,null,null,0.3,0.5,0.2,管理人4378,阳光私募，银行债券,一年
13714516,ZJQJ20161216192439311,2.23%~7.65%,高,20000,100,100000,2018/10/119,null,null,0.3,0.5,0.2,管理人4379,阳光私募，银行债券,一年
13713416,易方达STOCK5887号,3.23%~7.65%,高,1000,null,null,2018/10/120,null,null,0.3,0.5,0.2,管理人4380,阳光私募，银行债券,一年
13713417,只读_理享+ 01A计划,4.23%~7.65%,高,1000,1000,199000,2018/10/121,null,null,0.3,0.5,0.2,管理人4381,阳光私募，银行债券,一年
13713418,只读_理享+ 02A计划,5.23%~7.65%,高,1000,1000,199000,2018/10/122,null,null,0.3,0.5,0.2,管理人4382,阳光私募，银行债券,一年
13713419,只读_理享+ 03A计划,6.23%~7.65%,高,1000,1000,199000,2018/10/123,null,null,0.3,0.5,0.2,管理人4383,阳光私募，银行债券,一年
13713420,base_弘康人寿,7.23%~7.65%,高,1000,1000,199000,2018/10/124,null,null,0.3,0.5,0.2,管理人4384,阳光私募，银行债券,一年
13713421,base_平安车险,8.23%~7.65%,高,665,null,null,2018/10/125,null,null,0.3,0.5,0.2,管理人4385,阳光私募，银行债券,一年
13713422,base_一年期综合意外险,9.23%~7.65%,高,43,null,null,2018/10/126,null,null,0.3,0.5,0.2,管理人4386,阳光私募，银行债券,一年
13713516,基金代销1371617437号,10.23%~7.65%,高,100,5,1000,2018/10/127,null,null,0.3,0.5,0.2,管理人4387,阳光私募，银行债券,一年
13713517,基金代销2056987135号,11.23%~7.65%,高,100,5,1000,2018/10/128,null,null,0.3,0.5,0.2,管理人4388,阳光私募，银行债券,一年
13713518,基金代销1883865814号,12.23%~7.65%,高,100,5,1000,2018/10/129,null,null,0.3,0.5,0.2,管理人4389,阳光私募，银行债券,一年
13713519,基金代销684407551号,13.23%~7.65%,高,100,5,1000,2018/10/130,null,null,0.3,0.5,0.2,管理人4390,阳光私募，银行债券,一年
13713520,基金代销733775919号,14.23%~7.65%,高,100,5,1000,2018/10/131,null,null,0.3,0.5,0.2,管理人4391,阳光私募，银行债券,一年
13713521,零活宝-28日聚财,15.23%~7.65%,高,10000,1,200000,2018/10/132,null,null,0.3,0.5,0.2,管理人4392,阳光私募，银行债券,一年
13713522,零活宝-14日聚财,16.23%~7.65%,高,100,1,200000,2018/10/133,null,null,0.3,0.5,0.2,管理人4393,阳光私募，银行债券,一年
13713616,基金代销1990628479号,17.23%~7.65%,高,100,5,1000,2018/10/134,null,null,0.3,0.5,0.2,管理人4394,阳光私募，银行债券,一年
13721229,YLX20170119195450017,18.23%~7.65%,高,1000,100,2000,2018/10/135,null,null,0.3,0.5,0.2,管理人4395,阳光私募，银行债券,一年
13721230,稳盈-变现通,19.23%~7.65%,高,1000,1000,3000,2018/10/136,null,null,0.3,0.5,0.2,管理人4396,阳光私募，银行债券,一年
13721231,DailyRun_20170119195810,1.23%,高,300000,10,5000000,2018/10/137,null,null,0.3,0.5,0.2,管理人4397,阳光私募，银行债券,一年
13721232,DailyRun_20170119200104,1.23%,高,300000,10,5000000,2018/10/138,null,null,0.3,0.5,0.2,管理人4398,阳光私募，银行债券,一年
13721233,网上钱包20170119200437147,2.23%,高,1,1,200000,2018/10/139,null,null,0.3,0.5,0.2,管理人4399,阳光私募，银行债券,一年
13721617,YUEGUJIAOa2q4d20170120060654573,3.23%,高,20000,10000,200000,2018/10/140,null,null,0.3,0.5,0.2,管理人4400,阳光私募，银行债券,一年
13721121,CH20170119152618097,4.23%,高,20000,100,100000,2018/10/141,null,null,0.3,0.5,0.2,管理人4401,阳光私募，银行债券,一年
13721122,CH20170119152627305,5.23%,高,20000,100,100000,2018/10/142,null,null,0.3,0.5,0.2,管理人4402,阳光私募，银行债券,一年
13721123,CH20170119152631938,6.23%,高,20000,100,100000,2018/10/143,null,null,0.3,0.5,0.2,管理人4403,阳光私募，银行债券,一年
13721124,CH20170119152636374,7.23%,高,20000,100,100000,2018/10/144,null,null,0.3,0.5,0.2,管理人4404,阳光私募，银行债券,一年
13721126,CH20170119152646929,8.23%,高,20000,100,100000,2018/10/145,null,null,0.3,0.5,0.2,管理人4405,阳光私募，银行债券,一年
13714016,稳盈-安e+,9.23%,高,1000,1000,37777,2018/10/146,null,null,0.3,0.5,0.2,管理人4406,阳光私募，银行债券,半年
13717716,CH20170114072608445,10.23%,高,20000,100,100000,2018/10/147,null,null,0.3,0.5,0.2,管理人4407,阳光私募，银行债券,半年
13718416,YLX20170115194911445,11.23%,中,1000,100,2000,2018/10/148,null,null,0.3,0.5,0.2,管理人4408,阳光私募，银行债券,半年
13718616,稳盈-安e+,12.23%,中,1000,1000,50000,2018/10/149,null,null,0.3,0.5,0.2,管理人4409,阳光私募，银行债券,半年
13714716,CH20170110153347866,13.23%,中,20000,100,100000,2018/10/150,null,null,0.3,0.5,0.2,管理人4410,阳光私募，银行债券,半年
13714816,直投财富汇20170110164922131,4.6% ~ 5.7%,中,20000,100,100000,2018/10/151,null,null,0.3,0.5,0.2,管理人4411,阳光私募，银行债券,半年
13714817,YLX20170110164935630,5.6% ~ 5.7%,中,1000,100,20000,2018/10/152,null,null,0.3,0.5,0.2,管理人4412,阳光私募，银行债券,半年
13717816,稳盈-安e,6.6% ~ 5.7%,中,20000,null,null,2018/10/153,null,null,0.3,0.5,0.2,管理人4413,阳光私募，银行债券,半年
13719017,稳盈-安e,7.6% ~ 5.7%,中,20000,null,null,2018/10/154,null,null,0.3,0.5,0.2,管理人4414,阳光私募，银行债券,半年
13719019,yanxutao财富汇_20170116161509,8.6% ~ 5.7%,中,19918.7,null,null,2018/10/155,null,null,0.3,0.5,0.2,管理人4415,阳光私募，银行债券,半年
13719316,重金理财2_20170117040618,6%~7.66%,中,10000,10000,100000,2018/10/156,null,null,0.3,0.5,0.2,管理人4416,阳光私募，银行债券,半年
13718116,yanxutao财富汇_20170115071417,6%~7.66%,中,10000,10000,100000,2018/10/157,null,null,0.3,0.5,0.2,管理人4417,阳光私募，银行债券,半年
13720316,CH20170118232551916,7%~7.66%,中,20000,100,100000,2018/10/158,null,null,0.3,0.5,0.2,管理人4418,阳光私募，银行债券,半年
13716516,yanxutaoSmokeCH_201701121602111586849115,8%~7.66%,中,10000,10000,100000,2018/10/159,null,null,0.3,0.5,0.2,管理人4419,阳光私募，银行债券,半年
13716517,yanxutao财富汇_20170112160217,6%~7.66%,中,10000,10000,100000,2018/10/160,null,null,0.3,0.5,0.2,管理人4420,阳光私募，银行债券,半年
13716716,YLX20170113040343148,7%~7.66%,中,1000,100,2000,2018/10/161,null,null,0.3,0.5,0.2,管理人4421,阳光私募，银行债券,半年
13716717,YLX20170113040937500,8%~7.66%,中,1000,100,2000,2018/10/162,null,null,0.3,0.5,0.2,管理人4422,阳光私募，银行债券,半年
13717016,yanxutao财富汇_20170113115336,6%~7.66%,中,10000,10000,100000,2018/10/163,null,null,0.3,0.5,0.2,管理人4423,阳光私募，银行债券,半年
13718016,AnXin20170114193642594,7%~7.66%,中,20000,100,100000,2018/10/164,null,null,0.3,0.5,0.2,管理人4424,阳光私募，银行债券,半年
13720416,yanxutao重金所_20170119002439,6%~7.66%,中,10000,10000,100000,2018/10/165,null,null,0.3,0.5,0.2,管理人4425,阳光私募，银行债券,半年
13721225,稳盈-变现通,7%~7.66%,中,1000,1000,3000,2018/10/166,null,null,0.3,0.5,0.2,管理人4426,阳光私募，银行债券,半年
13721226,YLX20170119193230631,8%~7.66%,中,1000,100,2000,2018/10/167,null,null,0.3,0.5,0.2,管理人4427,阳光私募，银行债券,半年
13720616,yanxutao财富汇_20170119073131,6%~7.66%,中,10000,10000,100000,2018/10/168,null,null,0.3,0.5,0.2,管理人4428,阳光私募，银行债券,半年
13716316,YUEGUJIAOcxveo20170112072706649,7%~7.66%,中,20000,10000,200000,2018/10/169,null,null,0.3,0.5,0.2,管理人4429,阳光私募，银行债券,半年
13716616,yanxutao重金所_20170111115914,6%~7.66%,中,10000,10000,100000,2018/10/170,null,null,0.3,0.5,0.2,管理人4430,阳光私募，银行债券,半年
13716617,稳盈-安e+,7%~7.66%,中,10001,null,null,2018/10/171,null,null,0.3,0.5,0.2,管理人4431,阳光私募，银行债券,半年
13717116,yanxutaoSmokeCH_201701131243381141271692,8%~7.66%,中,10000,10000,100000,2018/10/172,null,null,0.3,0.5,0.2,管理人4432,阳光私募，银行债券,半年
13717117,yanxutaoSmokeCH_201701131253051580680507,9%~7.66%,中,10000,10000,100000,2018/10/173,null,null,0.3,0.5,0.2,管理人4433,阳光私募，银行债券,半年
13717216,稳盈-安e,10%~7.66%,中,20000,null,null,2018/10/174,null,null,0.3,0.5,0.2,管理人4434,阳光私募，银行债券,半年
13718216,稳盈-变现通,11%~7.66%,中,1000,1000,3000,2018/10/175,null,null,0.3,0.5,0.2,管理人4435,阳光私募，银行债券,半年
13718217,稳盈-安e,12%~7.66%,中,10000,10000,10000,2018/10/176,null,null,0.3,0.5,0.2,管理人4436,阳光私募，银行债券,半年
13718218,稳盈-安e,13%~7.66%,中,20000,null,null,2018/10/177,null,null,0.3,0.5,0.2,管理人4437,阳光私募，银行债券,半年
13718219,稳盈-安e,14%~7.66%,中,20170.05,null,null,2018/10/178,null,null,0.3,0.5,0.2,管理人4438,阳光私募，银行债券,半年
13720216,yanxutaoOSA_201701181053031990769217,6.50%,中,10000,10000,100000,2018/10/179,null,null,0.3,0.5,0.2,管理人4439,阳光私募，银行债券,半年
